ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
654	7,35	63,109			179	99
655	2,1	3,11			173	99
656	7,5	66,72			198	99
657	25,47	53,228			198	99
658	175,217	8,21			198	99
659	15,15	83,112			198	99
660	2,4	298,363			198	99
661	35,19	15772,11921			183	99
662	2503,1395	8,1			198	99
663	44,40	0,0			198	99
664	2,16	7,30			198	99
665	0,3	4,29			198	99
666	5,10	165,412			194	99
667	0,0	0,0			198	99
668	1,0	2,0			198	99
669	0,0	0,0			198	99
670	0,0	0,0			198	99
671	9172,10375	19,20			198	99
672	161,176	0,0			131	99
673	170,142	44,32			198	99
674	159,189	0,1			198	99
675	0,15	5,33			198	99
676	44,47	37,94			195	99
677	748,881	0,0			198	99
678	63,79	0,0			198	99
679	62,84	0,5			198	99
680	156,117	0,0			198	99
681	189,140	0,0			192	99
682	28,10	128,120			198	99
683	24,35	178,169			198	99
684	4,32	0,2			198	99
685	4,6	0,0			198	99
686	3,2	0,0			192	99
687	0,0	0,1			198	99
688	0,0	0,0			198	99
689	0,0	0,0			198	99
690	0,0	0,1			191	99
691	934,417	0,0			198	99
692	954,437	0,1			198	99
693	1110,566	0,0			172	99
694	1320,690	142,65			198	99
695	1460,757	0,0			198	99
696	801,472	21,15			198	99
697	0,0	0,0			198	99
698	0,0	0,0			198	99
699	0,0	0,0			193	99
700	0,0	0,0			198	99
701	0,0	1,0			198	99
702	0,0	0,0			190	99
703	0,0	0,0			198	99
704	0,0	0,0			190	99
705	0,0	0,0			198	99
706	0,0	0,0			198	99
707	0,0	0,0			198	99
708	6,6	28,41			179	99
709	9,7	25,36			198	99
710	4,10	29,58			186	99
711	3,8	3,2			167	99
712	4,8	958,552			196	99
713	504,347	1,5			198	99
714	39,27	1599,1141			183	99
715	52,42	898,720			189	99
716	54,57	9,9			198	99
717	18,27	1116,836			172	99
718	10,17	1737,1216			177	99
719	50,77	480,654			187	99
720	87,158	879,812			198	99
721	78,125	5,5			198	99
722	46,29	761,811			198	99
723	45,31	0,0			198	99
724	20,26	86,178			172	99
725	0,0	0,0			198	99
726	211,114	0,0			198	99
727	42,40	254,190			189	99
728	106,134	59,150			189	99
729	22,8	524,315			192	99
730	220,146	0,0			198	99
731	260,183	3,2			198	99
732	52,31	445,524			198	99
733	17,20	1409,945			195	99
734	1,0	262,431			183	99
735	4,4	7,53			167	99
736	16,17	52,95			198	99
737	19,25	0,0			198	99
738	15,8	127,160			198	99
739	1,0	2,1			198	99
740	20,30	489,575			188	99
741	12,8	27,28			169	99
742	8,24	10,28			182	99
743	9,11	0,0			198	99
744	1,1	0,5			198	99
745	6,4	0,0			198	99
746	354,264	0,0			198	99
747	23,15	277,214			198	99
748	8,18	0,1			198	99
749	0,0	0,0			198	99
750	0,0	0,0			198	99
751	2,3	0,0			198	99
752	2,2	0,2			198	99
753	20,14	13,9			198	99
754	400,297	27,22			198	99
755	3,3	14,22			198	99
756	0,1	297,184			198	99
757	9,1	5,2			198	99
758	3,1	0,0			198	99
759	14,14	27,89			165	99
760	28,19	271,243			198	99
761	0,0	0,0			198	99
762	0,0	0,0			198	99
763	0,0	0,0			198	99
764	0,0	0,0			198	99
765	0,0	0,0			198	99
766	1774,977	2,1			198	99
767	994,524	1,0			198	99
768	1684,964	101,52			198	99
769	904,511	149,81			198	99
770	111,191	0,0			198	99
771	282,250	2,3			198	99
772	191,167	53,48			186	99
773	6,7	293,321			197	99
774	274,304	0,0			101	99
775	24,22	17,114			198	99
776	1,4	0,3			198	99
777	9,8	14,20			198	99
778	0,3	3,3			198	99
779	323,198	0,0			198	99
780	317,195	0,0			198	99
781	292,189	0,0			198	99
782	254,181	0,0			198	99
783	149,99	112,80			198	99
784	282,177	0,0			198	99
785	2,2	11,11			198	99
786	2,2	25,20			173	99
787	1,1	15,11			198	99
788	20,6	0,0			198	99
789	0,0	0,0			198	99
790	0,0	1,0			181	99
791	93,99	192,203			187	99
792	6,19	74,110			178	99
793	6,16	2,4			198	99
794	2,4	23,65			198	99
795	0,0	0,0			198	99
796	0,0	0,0			198	99
797	0,0	0,0			198	99
798	0,0	0,0			198	99
799	118,67	269,155			179	99
800	17,68	40,101			179	99
801	0,0	12,6			190	99
802	0,1	11,5			195	99
803	0,2	0,0			198	99
804	0,3	11,2			198	99
805	3,3	1,0			198	99
806	0,0	0,0			198	99
807	74,34	59,50			198	99
808	9,10	293,307			198	99
809	11,8	135,86			198	99
810	0,4	18,20			198	99
811	1,4	0,0			198	99
812	16,35	0,0			99	99
813	17,58	0,0			198	99
814	15,9	66,78			198	99
815	14,21	0,0			129	99
816	0,0	0,0			198	99
817	0,0	0,0			198	99
818	0,0	0,0			196	99
819	0,0	0,0			198	99
820	0,0	0,0			198	99
821	0,0	0,0			198	99
822	0,0	0,0			198	99
823	0,0	0,0			198	99
824	8,10	16,29			198	99
825	0,0	0,0			198	99
826	8,1	568,468			198	99
827	85,56	549,390			198	99
